240	0	0
239.1901248	-0.0511104	0
236.7226608	-0.1412808	0
232.618692	-0.1137	0
227.0057544	0.135156	0
220.016412	0.6467376	0
211.8033408	1.4624112	0
202.5575808	2.5856856	0
192.4692744	3.9766008	0
181.7183736	5.5744368	0
170.4794088	7.3023192	0
158.9168352	9.0605112	0
147.1546824	10.7311944	0
135.275664	12.2288544	0
123.365004	13.501596	0
111.5088216	14.5143192	0
99.799752	15.249768	0
88.3365936	15.69786	0
77.2204416	15.8551392	0
66.554352	15.719328	0
56.432472	15.2874144	0
46.9381752	14.5646376	0
38.145408	13.5631272	0
30.115044	12.309996	0
22.910856	10.8502152	0
16.6009776	9.228096	0
11.2435512	7.48632	0
6.8845704	5.6733312	0
3.5597616	3.849	0
1.2961488	2.0927616	0
0.5392656	1.231176	0
0.2503656	0.7767288	0
0.0660024	0.3557568	0
0.0058752	0.099696	0
0.0107376	-0.126168	0
0.098244	-0.3399624	0
0.2627928	-0.5644272	0
0.6219384	-0.9146568	0
1.1026872	-1.2788616	0
2.0834064	-1.875024	0
5.060964	-3.1543464	0
9.2108568	-4.4015448	0
14.4725952	-5.5654608	0
20.7933888	-6.5967672	0
28.1201808	-7.455768	0
36.4029696	-8.1158304	0
45.5780472	-8.5674528	0
55.5727656	-8.807832	0
66.3024144	-8.846004	0
77.672904	-8.6983344	0
89.5747968	-8.39286	0
101.8856544	-7.9588392	0
114.469356	-7.4312496	0
127.1783064	-6.8384808	0
139.86018	-6.2073888	0
152.3598888	-5.5573632	0
164.5246344	-4.9058976	0
176.2054992	-4.2644952	0
187.2605208	-3.6445104	0
197.5558848	-3.0539232	0
206.9646888	-2.502984	0
215.368608	-1.9948632	0
222.662472	-1.5325848	0
228.75498	-1.1136696	0
233.5698264	-0.7356408	0
237.0635064	-0.3835056	0
239.2388496	-0.1048008	0
240	0	0
