320	        0	        0
318.933056	-0.0343072	0
315.7046368	-0.0699424	0
310.3530816	0.0540992	0
303.020896	0.4452096	0
293.8610208	1.1569696	0
283.0623264	2.2456032	0
270.8691776	3.7194016	0
257.5241824	5.5262496	0
243.2556704	7.592432	0
228.286752	9.8248992	0
212.8301952	12.1078144	0
197.0574592	14.3042144	0
181.0971744	16.3091808	0
165.07264	18.0484608	0
149.1002368	19.4790208	0
133.3146784	20.586416	0
117.8681312	21.357312	0
102.9113088	21.7751296	0
88.5923552	21.8233568	0
75.0415648	21.4796096	0
62.3672192	20.7385408	0
50.6697728	19.6081344	0
40.0371968	18.1094624	0
30.550944	16.274448	0
22.282192	14.1411328	0
15.2831808	11.7476992	0
9.5714144	9.158	0
5.1665184	6.4718528	0
2.081216	3.816064	0
0.4987552	1.6642688	0
0.2026592	0.9838368	0
0.0349504	0.3562368	0
0.0001856	-0.024528	0
0.0458656	-0.3604704	0
0.197616	-0.673792	0
0.4513888	-0.9953248	0
0.981152	-1.4894592	0
1.6724064	-1.9959264	0
2.013232	-2.214848	0
5.6171968	-3.898352	0
10.8243648	-5.508064	0
17.5525824	-6.9735936	0
25.7318624	-8.2352896	0
35.2979936	-9.240224	0
46.1942336	-9.961088	0
58.3428704	-10.3960672	0
71.6523104	-10.5586752	0
86.0014624	-10.4828224	0
101.2443712	-10.1983328	0
117.2220064	-9.7379392	0
133.764816	-9.136	0
150.6868832	-8.4356352	0
167.7888064	-7.6714432	0
184.8645984	-6.8780576	0
201.704272	-6.0789408	0
218.1008704	-5.2960352	0
233.852512	-4.5419008	0
248.766688	-3.8297344	0
262.661776	-3.1669792	0
275.3654112	-2.56472	0
286.7168096	-2.02344	0
296.5729536	-1.5436416	0
304.8096768	-1.117856	0
311.3232032	-0.7388608	0
316.0505632	-0.3848288	0
318.9817952	-0.1043872	0
320	         0	        0

